date,exchange,year
2017-04-14,XPAR,2017
2017-04-17,XPAR,2017
2017-05-01,XPAR,2017
2017-12-25,XPAR,2017
2017-12-26,XPAR,2017
2018-01-01,XPAR,2018
2018-03-30,XPAR,2018
2018-04-02,XPAR,2018
2018-05-01,XPAR,2018
2018-12-25,XPAR,2018
2018-12-26,XPAR,2018
2019-01-01,XPAR,2019
2019-04-19,XPAR,2019
2019-04-22,XPAR,2019
2019-05-01,XPAR,2019
2019-12-25,XPAR,2019
2019-12-26,XPAR,2019
2020-01-01,XPAR,2020
2020-04-10,XPAR,2020
2020-04-13,XPAR,2020
2020-05-01,XPAR,2020
2020-12-25,XPAR,2020
2021-01-01,XPAR,2021
2021-04-02,XPAR,2021
2021-04-05,XPAR,2021
2022-04-15,XPAR,2022
2022-04-18,XPAR,2022
2022-12-26,XPAR,2022
2023-04-07,XPAR,2023
2023-04-10,XPAR,2023
2023-05-01,XPAR,2023
2023-12-25,XPAR,2023
2023-12-26,XPAR,2023
2024-01-01,XPAR,2024
2024-03-29,XPAR,2024
2024-04-01,XPAR,2024
2024-05-01,XPAR,2024
2024-12-25,XPAR,2024
2024-12-26,XPAR,2024
2000-01-06,XMAD,2000
2000-04-21,XMAD,2000
2000-04-24,XMAD,2000
2000-05-01,XMAD,2000
2000-08-15,XMAD,2000
2000-10-12,XMAD,2000
2000-11-01,XMAD,2000
2000-12-06,XMAD,2000
2000-12-08,XMAD,2000
2000-12-25,XMAD,2000
2000-12-26,XMAD,2000
2001-01-01,XMAD,2001
2001-04-13,XMAD,2001
2001-04-16,XMAD,2001
2001-05-01,XMAD,2001
2001-08-15,XMAD,2001
2001-10-12,XMAD,2001
2001-11-01,XMAD,2001
2001-12-06,XMAD,2001
2001-12-24,XMAD,2001
2001-12-25,XMAD,2001
2001-12-26,XMAD,2001
2001-12-31,XMAD,2001
2002-01-01,XMAD,2002
2002-03-29,XMAD,2002
2002-04-01,XMAD,2002
2002-05-01,XMAD,2002
2002-08-15,XMAD,2002
2002-11-01,XMAD,2002
2002-12-06,XMAD,2002
2002-12-24,XMAD,2002
2002-12-25,XMAD,2002
2002-12-26,XMAD,2002
2002-12-31,XMAD,2002
2003-01-01,XMAD,2003
2003-01-06,XMAD,2003
2003-04-18,XMAD,2003
2003-04-21,XMAD,2003
2003-05-01,XMAD,2003
2003-08-15,XMAD,2003
2003-12-08,XMAD,2003
2003-12-24,XMAD,2003
2003-12-25,XMAD,2003
2003-12-26,XMAD,2003
2003-12-31,XMAD,2003
2004-01-01,XMAD,2004
2004-01-06,XMAD,2004
2004-04-09,XMAD,2004
2004-04-12,XMAD,2004
2004-08-16,XMAD,2004
2004-10-12,XMAD,2004
2004-11-01,XMAD,2004
2004-12-06,XMAD,2004
2004-12-08,XMAD,2004
2004-12-24,XMAD,2004
2004-12-31,XMAD,2004
2005-01-06,XMAD,2005
2005-03-25,XMAD,2005
2005-03-28,XMAD,2005
2005-12-26,XMAD,2005
2006-01-06,XMAD,2006
2006-04-14,XMAD,2006
2006-04-17,XMAD,2006
2006-05-01,XMAD,2006
2006-12-25,XMAD,2006
2006-12-26,XMAD,2006
2007-01-01,XMAD,2007
2007-04-06,XMAD,2007
2007-04-09,XMAD,2007
2007-05-01,XMAD,2007
2007-12-24,XMAD,2007
2007-12-25,XMAD,2007
2007-12-26,XMAD,2007
2007-12-31,XMAD,2007
2008-01-01,XMAD,2008
2008-03-21,XMAD,2008
2008-03-24,XMAD,2008
2008-05-01,XMAD,2008
2008-12-24,XMAD,2008
2008-12-25,XMAD,2008
2008-12-26,XMAD,2008
2008-12-31,XMAD,2008
2009-01-01,XMAD,2009
2009-04-10,XMAD,2009
2009-04-13,XMAD,2009
2009-05-01,XMAD,2009
2009-12-24,XMAD,2009
2009-12-25,XMAD,2009
2009-12-31,XMAD,2009
2010-01-01,XMAD,2010
2010-04-02,XMAD,2010
2010-04-05,XMAD,2010
2010-12-24,XMAD,2010
2010-12-31,XMAD,2010
2011-04-22,XMAD,2011
2011-04-25,XMAD,2011
2011-12-26,XMAD,2011
2012-04-06,XMAD,2012
2012-04-09,XMAD,2012
2012-05-01,XMAD,2012
2012-12-25,XMAD,2012
2012-12-26,XMAD,2012
2013-01-01,XMAD,2013
2013-03-29,XMAD,2013
2013-04-01,XMAD,2013
2013-05-01,XMAD,2013
2013-12-25,XMAD,2013
2013-12-26,XMAD,2013
2014-01-01,XMAD,2014
2014-04-18,XMAD,2014
2014-04-21,XMAD,2014
2014-05-01,XMAD,2014
2014-12-25,XMAD,2014
2014-12-26,XMAD,2014
2015-01-01,XMAD,2015
2015-04-03,XMAD,2015
2015-04-06,XMAD,2015
2015-05-01,XMAD,2015
2015-12-25,XMAD,2015
2016-01-01,XMAD,2016
2016-03-25,XMAD,2016
2016-03-28,XMAD,2016
2016-12-26,XMAD,2016
2017-04-14,XMAD,2017
2017-04-17,XMAD,2017
2017-05-01,XMAD,2017
2017-12-25,XMAD,2017
2017-12-26,XMAD,2017
2018-01-01,XMAD,2018
2018-03-30,XMAD,2018
2018-04-02,XMAD,2018
2018-05-01,XMAD,2018
2018-12-25,XMAD,2018
2018-12-26,XMAD,2018
2019-01-01,XMAD,2019
2019-04-19,XMAD,2019
2019-04-22,XMAD,2019
2019-05-01,XMAD,2019
2019-12-25,XMAD,2019
2019-12-26,XMAD,2019
2020-01-01,XMAD,2020
2020-04-10,XMAD,2020
2020-04-13,XMAD,2020
2020-05-01,XMAD,2020
2020-12-25,XMAD,2020
2021-01-01,XMAD,2021
2021-04-02,XMAD,2021
2021-04-05,XMAD,2021
2021-12-24,XMAD,2021
2021-12-31,XMAD,2021
2022-04-15,XMAD,2022
2022-04-18,XMAD,2022
2022-12-26,XMAD,2022
2023-04-07,XMAD,2023
2023-04-10,XMAD,2023
2023-05-01,XMAD,2023
2023-12-25,XMAD,2023
2023-12-26,XMAD,2023
2024-01-01,XMAD,2024
2024-03-29,XMAD,2024
2024-04-01,XMAD,2024
2024-05-01,XMAD,2024
2024-12-25,XMAD,2024
2024-12-26,XMAD,2024
2000-01-03,XTKS,2000
2000-01-10,XTKS,2000
2000-02-11,XTKS,2000
2000-03-20,XTKS,2000
2000-05-03,XTKS,2000
2000-05-04,XTKS,2000
2000-05-05,XTKS,2000
2000-07-20,XTKS,2000
2000-09-15,XTKS,2000
2000-10-09,XTKS,2000
2000-11-03,XTKS,2000
2000-11-23,XTKS,2000
2001-01-01,XTKS,2001
2001-01-02,XTKS,2001
2001-01-03,XTKS,2001
2001-01-08,XTKS,2001
2001-02-12,XTKS,2001
2001-03-20,XTKS,2001
2001-04-30,XTKS,2001
2001-05-03,XTKS,2001
2001-05-04,XTKS,2001
2001-07-20,XTKS,2001
2001-09-24,XTKS,2001
2001-10-08,XTKS,2001
2001-11-23,XTKS,2001
2001-12-24,XTKS,2001
2001-12-31,XTKS,2001
2002-01-01,XTKS,2002
2002-01-02,XTKS,2002
2002-01-03,XTKS,2002
2002-01-14,XTKS,2002
2002-02-11,XTKS,2002
2002-03-21,XTKS,2002
2002-04-29,XTKS,2002
2002-05-03,XTKS,2002
2002-05-06,XTKS,2002
2002-09-16,XTKS,2002
2002-09-23,XTKS,2002
2002-10-14,XTKS,2002
2002-11-04,XTKS,2002
2002-12-23,XTKS,2002
2002-12-31,XTKS,2002
2003-01-01,XTKS,2003
2003-01-02,XTKS,2003
2003-01-03,XTKS,2003
2003-01-13,XTKS,2003
2003-02-11,XTKS,2003
2003-03-21,XTKS,2003
2003-04-29,XTKS,2003
2003-05-05,XTKS,2003
2003-07-21,XTKS,2003
2003-09-15,XTKS,2003
2003-09-23,XTKS,2003
2003-10-13,XTKS,2003
2003-11-03,XTKS,2003
2003-11-24,XTKS,2003
2003-12-23,XTKS,2003
2003-12-31,XTKS,2003
2004-01-01,XTKS,2004
2004-01-02,XTKS,2004
2004-01-12,XTKS,2004
2004-02-11,XTKS,2004
2004-04-29,XTKS,2004
2004-05-03,XTKS,2004
2004-05-04,XTKS,2004
2004-05-05,XTKS,2004
2004-07-19,XTKS,2004
2004-09-20,XTKS,2004
2004-09-23,XTKS,2004
2004-10-11,XTKS,2004
2004-11-03,XTKS,2004
2004-11-23,XTKS,2004
2004-12-23,XTKS,2004
2004-12-31,XTKS,2004
2005-01-03,XTKS,2005
2005-01-10,XTKS,2005
2005-02-11,XTKS,2005
2005-03-21,XTKS,2005
2005-04-29,XTKS,2005
2005-05-03,XTKS,2005
2005-05-04,XTKS,2005
2005-05-05,XTKS,2005
2005-07-18,XTKS,2005
2005-09-19,XTKS,2005
2005-09-23,XTKS,2005
2005-10-10,XTKS,2005
2005-11-03,XTKS,2005
2005-11-23,XTKS,2005
2005-12-23,XTKS,2005
2006-01-02,XTKS,2006
2006-01-03,XTKS,2006
2006-01-09,XTKS,2006
2006-03-21,XTKS,2006
2006-05-03,XTKS,2006
2006-05-04,XTKS,2006
2006-05-05,XTKS,2006
2006-07-17,XTKS,2006
2006-09-18,XTKS,2006
2006-10-09,XTKS,2006
2006-11-03,XTKS,2006
2006-11-23,XTKS,2006
2007-01-01,XTKS,2007
2007-01-02,XTKS,2007
2007-01-03,XTKS,2007
2007-01-08,XTKS,2007
2007-02-12,XTKS,2007
2007-03-21,XTKS,2007
2007-04-30,XTKS,2007
2007-05-03,XTKS,2007
2007-05-04,XTKS,2007
2007-07-16,XTKS,2007
2007-09-17,XTKS,2007
2007-09-24,XTKS,2007
2007-10-08,XTKS,2007
2007-11-23,XTKS,2007
2007-12-24,XTKS,2007
2007-12-31,XTKS,2007
2008-01-01,XTKS,2008
2008-01-02,XTKS,2008
2008-01-03,XTKS,2008
2008-01-14,XTKS,2008
2008-02-11,XTKS,2008
2008-03-20,XTKS,2008
2008-04-29,XTKS,2008
2008-05-05,XTKS,2008
2008-05-06,XTKS,2008
2008-07-21,XTKS,2008
2008-09-15,XTKS,2008
2008-09-23,XTKS,2008
2008-10-13,XTKS,2008
2008-11-03,XTKS,2008
2008-11-24,XTKS,2008
2008-12-23,XTKS,2008
2008-12-31,XTKS,2008
2009-01-01,XTKS,2009
2009-01-02,XTKS,2009
2009-01-12,XTKS,2009
2009-02-11,XTKS,2009
2009-03-20,XTKS,2009
2009-04-29,XTKS,2009
2009-05-04,XTKS,2009
2009-05-05,XTKS,2009
2009-05-06,XTKS,2009
2009-07-20,XTKS,2009
2009-09-21,XTKS,2009
2009-09-22,XTKS,2009
2009-09-23,XTKS,2009
2009-10-12,XTKS,2009
2009-11-03,XTKS,2009
2009-11-23,XTKS,2009
2009-12-23,XTKS,2009
2009-12-31,XTKS,2009
2010-01-01,XTKS,2010
2010-01-11,XTKS,2010
2010-02-11,XTKS,2010
2010-03-22,XTKS,2010
2010-04-29,XTKS,2010
2010-05-03,XTKS,2010
2010-05-04,XTKS,2010
2010-05-05,XTKS,2010
2010-07-19,XTKS,2010
2010-09-20,XTKS,2010
2010-09-23,XTKS,2010
2010-10-11,XTKS,2010
2010-11-03,XTKS,2010
2010-11-23,XTKS,2010
2010-12-23,XTKS,2010
2010-12-31,XTKS,2010
2011-01-03,XTKS,2011
2011-01-10,XTKS,2011
2011-02-11,XTKS,2011
2011-03-21,XTKS,2011
2011-04-29,XTKS,2011
2011-05-03,XTKS,2011
2011-05-04,XTKS,2011
2011-05-05,XTKS,2011
2011-07-18,XTKS,2011
2011-09-19,XTKS,2011
2011-09-23,XTKS,2011
2011-10-10,XTKS,2011
2011-11-03,XTKS,2011
2011-11-23,XTKS,2011
2011-12-23,XTKS,2011
2012-01-02,XTKS,2012
2012-01-03,XTKS,2012
2012-01-09,XTKS,2012
2012-03-20,XTKS,2012
2012-04-30,XTKS,2012
2012-05-03,XTKS,2012
2012-05-04,XTKS,2012
2012-07-16,XTKS,2012
2012-09-17,XTKS,2012
2012-10-08,XTKS,2012
2012-11-23,XTKS,2012
2012-12-24,XTKS,2012
2012-12-31,XTKS,2012
2013-01-01,XTKS,2013
2013-01-02,XTKS,2013
2013-01-03,XTKS,2013
2013-01-14,XTKS,2013
2013-02-11,XTKS,2013
2013-03-20,XTKS,2013
2013-04-29,XTKS,2013
2013-05-03,XTKS,2013
2013-05-06,XTKS,2013
2013-07-15,XTKS,2013
2013-09-16,XTKS,2013
2013-09-23,XTKS,2013
2013-10-14,XTKS,2013
2013-11-04,XTKS,2013
2013-12-23,XTKS,2013
2013-12-31,XTKS,2013
2014-01-01,XTKS,2014
2014-01-02,XTKS,2014
2014-01-03,XTKS,2014
2014-01-13,XTKS,2014
2014-02-11,XTKS,2014
2014-03-21,XTKS,2014
2014-04-29,XTKS,2014
2014-05-05,XTKS,2014
2014-05-06,XTKS,2014
2014-07-21,XTKS,2014
2014-09-15,XTKS,2014
2014-09-23,XTKS,2014
2014-10-13,XTKS,2014
2014-11-03,XTKS,2014
2014-11-24,XTKS,2014
2014-12-23,XTKS,2014
2014-12-31,XTKS,2014
2015-01-01,XTKS,2015
2015-01-02,XTKS,2015
2015-01-12,XTKS,2015
2015-02-11,XTKS,2015
2015-04-29,XTKS,2015
2015-05-04,XTKS,2015
2015-05-05,XTKS,2015
2015-05-06,XTKS,2015
2015-07-20,XTKS,2015
2015-09-21,XTKS,2015
2015-09-22,XTKS,2015
2015-09-23,XTKS,2015
2015-10-12,XTKS,2015
2015-11-03,XTKS,2015
2015-11-23,XTKS,2015
2015-12-23,XTKS,2015
2015-12-31,XTKS,2015
2016-01-01,XTKS,2016
2016-01-11,XTKS,2016
2016-02-11,XTKS,2016
2016-03-21,XTKS,2016
2016-04-29,XTKS,2016
2016-05-03,XTKS,2016
2016-05-04,XTKS,2016
2016-05-05,XTKS,2016
2016-07-18,XTKS,2016
2016-08-11,XTKS,2016
2016-09-19,XTKS,2016
2016-09-22,XTKS,2016
2016-10-10,XTKS,2016
2016-11-03,XTKS,2016
2016-11-23,XTKS,2016
2016-12-23,XTKS,2016
2017-01-02,XTKS,2017
2017-01-03,XTKS,2017
2017-01-09,XTKS,2017
2017-03-20,XTKS,2017
2017-05-03,XTKS,2017
2017-05-04,XTKS,2017
2017-05-05,XTKS,2017
2017-07-17,XTKS,2017
2017-08-11,XTKS,2017
2017-09-18,XTKS,2017
2017-10-09,XTKS,2017
2017-11-03,XTKS,2017
2017-11-23,XTKS,2017
2018-01-01,XTKS,2018
2018-01-02,XTKS,2018
2018-01-03,XTKS,2018
2018-01-08,XTKS,2018
2018-02-12,XTKS,2018
2018-03-21,XTKS,2018
2018-04-30,XTKS,2018
2018-05-03,XTKS,2018
2018-05-04,XTKS,2018
2018-07-16,XTKS,2018
2018-09-17,XTKS,2018
2018-09-24,XTKS,2018
2018-10-08,XTKS,2018
2018-11-23,XTKS,2018
2018-12-24,XTKS,2018
2018-12-31,XTKS,2018
2019-01-01,XTKS,2019
2019-01-02,XTKS,2019
2019-01-03,XTKS,2019
2019-01-14,XTKS,2019
2019-02-11,XTKS,2019
2019-03-21,XTKS,2019
2019-04-29,XTKS,2019
2019-04-30,XTKS,2019
2019-05-01,XTKS,2019
2019-05-02,XTKS,2019
2019-05-03,XTKS,2019
2019-05-06,XTKS,2019
2019-07-15,XTKS,2019
2019-08-12,XTKS,2019
2019-09-16,XTKS,2019
2019-09-23,XTKS,2019
2019-10-14,XTKS,2019
2019-10-22,XTKS,2019
2019-11-04,XTKS,2019
2019-12-31,XTKS,2019
2020-01-01,XTKS,2020
2020-01-02,XTKS,2020
2020-01-03,XTKS,2020
2020-01-13,XTKS,2020
2020-02-11,XTKS,2020
2020-02-24,XTKS,2020
2020-03-20,XTKS,2020
2020-04-29,XTKS,2020
2020-05-04,XTKS,2020
2020-05-05,XTKS,2020
2020-05-06,XTKS,2020
2020-07-23,XTKS,2020
2020-07-24,XTKS,2020
2020-08-10,XTKS,2020
2020-09-21,XTKS,2020
2020-09-22,XTKS,2020
2020-10-01,XTKS,2020
2020-11-03,XTKS,2020
2020-11-23,XTKS,2020
2020-12-31,XTKS,2020
2021-01-01,XTKS,2021
2021-01-11,XTKS,2021
2021-02-11,XTKS,2021
2021-02-23,XTKS,2021
2021-04-29,XTKS,2021
2021-05-03,XTKS,2021
2021-05-04,XTKS,2021
2021-05-05,XTKS,2021
2021-07-22,XTKS,2021
2021-07-23,XTKS,2021
2021-08-09,XTKS,2021
2021-09-20,XTKS,2021
2021-09-23,XTKS,2021
2021-11-03,XTKS,2021
2021-11-23,XTKS,2021
2021-12-31,XTKS,2021
2022-01-03,XTKS,2022
2022-01-10,XTKS,2022
2022-02-11,XTKS,2022
2022-02-23,XTKS,2022
2022-03-21,XTKS,2022
2022-04-29,XTKS,2022
2022-05-03,XTKS,2022
2022-05-04,XTKS,2022
2022-05-05,XTKS,2022
2022-07-18,XTKS,2022
2022-08-11,XTKS,2022
2022-09-19,XTKS,2022
2022-09-23,XTKS,2022
2022-10-10,XTKS,2022
2022-11-03,XTKS,2022
2022-11-23,XTKS,2022
2023-01-02,XTKS,2023
2023-01-03,XTKS,2023
2023-01-09,XTKS,2023
2023-02-23,XTKS,2023
2023-03-21,XTKS,2023
2023-05-03,XTKS,2023
2023-05-04,XTKS,2023
2023-05-05,XTKS,2023
2023-07-17,XTKS,2023
2023-08-11,XTKS,2023
2023-09-18,XTKS,2023
2023-10-09,XTKS,2023
2023-11-03,XTKS,2023
2023-11-23,XTKS,2023
2024-01-01,XTKS,2024
2024-01-02,XTKS,2024
2024-01-03,XTKS,2024
2024-01-08,XTKS,2024
2024-02-12,XTKS,2024
2024-02-23,XTKS,2024
2024-03-20,XTKS,2024
2024-04-29,XTKS,2024
2024-05-03,XTKS,2024
2024-05-06,XTKS,2024
2024-07-15,XTKS,2024
2024-08-12,XTKS,2024
2024-09-16,XTKS,2024
2024-09-23,XTKS,2024
2024-10-14,XTKS,2024
2024-11-04,XTKS,2024
2024-12-31,XTKS,2024
2000-02-04,XHKG,2000
2000-02-07,XHKG,2000
2000-04-04,XHKG,2000
2000-04-21,XHKG,2000
2000-04-24,XHKG,2000
2000-05-01,XHKG,2000
2000-05-11,XHKG,2000
2000-06-06,XHKG,2000
2000-09-13,XHKG,2000
2000-10-02,XHKG,2000
2000-10-06,XHKG,2000
2000-12-25,XHKG,2000
2000-12-26,XHKG,2000
2001-01-01,XHKG,2001
2001-01-24,XHKG,2001
2001-01-25,XHKG,2001
2001-01-26,XHKG,2001
2001-04-05,XHKG,2001
2001-04-13,XHKG,2001
2001-04-16,XHKG,2001
2001-04-30,XHKG,2001
2001-05-01,XHKG,2001
2001-06-25,XHKG,2001
2001-07-02,XHKG,2001
2001-07-06,XHKG,2001
2001-07-25,XHKG,2001
2001-10-01,XHKG,2001
2001-10-02,XHKG,2001
2001-10-25,XHKG,2001
2001-12-25,XHKG,2001
2001-12-26,XHKG,2001
2002-01-01,XHKG,2002
2002-02-12,XHKG,2002
2002-02-13,XHKG,2002
2002-02-14,XHKG,2002
2002-03-29,XHKG,2002
2002-04-01,XHKG,2002
2002-04-05,XHKG,2002
2002-05-01,XHKG,2002
2002-05-20,XHKG,2002
2002-07-01,XHKG,2002
2002-10-01,XHKG,2002
2002-10-14,XHKG,2002
2002-12-25,XHKG,2002
2002-12-26,XHKG,2002
2003-01-01,XHKG,2003
2003-01-31,XHKG,2003
2003-02-03,XHKG,2003
2003-04-18,XHKG,2003
2003-04-21,XHKG,2003
2003-05-01,XHKG,2003
2003-05-08,XHKG,2003
2003-06-04,XHKG,2003
2003-07-01,XHKG,2003
2003-09-12,XHKG,2003
2003-10-01,XHKG,2003
2003-12-25,XHKG,2003
2003-12-26,XHKG,2003
2004-01-01,XHKG,2004
2004-01-22,XHKG,2004
2004-01-23,XHKG,2004
2004-04-05,XHKG,2004
2004-04-09,XHKG,2004
2004-04-12,XHKG,2004
2004-05-26,XHKG,2004
2004-06-22,XHKG,2004
2004-07-01,XHKG,2004
2004-09-29,XHKG,2004
2004-10-01,XHKG,2004
2004-10-22,XHKG,2004
2004-12-27,XHKG,2004
2005-02-09,XHKG,2005
2005-02-10,XHKG,2005
2005-02-11,XHKG,2005
2005-03-25,XHKG,2005
2005-03-28,XHKG,2005
2005-04-05,XHKG,2005
2005-05-02,XHKG,2005
2005-05-16,XHKG,2005
2005-07-01,XHKG,2005
2005-09-19,XHKG,2005
2005-10-11,XHKG,2005
2005-12-26,XHKG,2005
2005-12-27,XHKG,2005
2006-01-02,XHKG,2006
2006-01-30,XHKG,2006
2006-01-31,XHKG,2006
2006-04-05,XHKG,2006
2006-04-14,XHKG,2006
2006-04-17,XHKG,2006
2006-05-01,XHKG,2006
2006-05-05,XHKG,2006
2006-05-31,XHKG,2006
2006-10-02,XHKG,2006
2006-10-30,XHKG,2006
2006-12-25,XHKG,2006
2006-12-26,XHKG,2006
2007-01-01,XHKG,2007
2007-02-19,XHKG,2007
2007-02-20,XHKG,2007
2007-04-05,XHKG,2007
2007-04-06,XHKG,2007
2007-04-09,XHKG,2007
2007-05-01,XHKG,2007
2007-05-24,XHKG,2007
2007-06-19,XHKG,2007
2007-07-02,XHKG,2007
2007-09-26,XHKG,2007
2007-10-01,XHKG,2007
2007-10-19,XHKG,2007
2007-12-25,XHKG,2007
2007-12-26,XHKG,2007
2008-01-01,XHKG,2008
2008-02-07,XHKG,2008
2008-02-08,XHKG,2008
2008-03-21,XHKG,2008
2008-03-24,XHKG,2008
2008-04-04,XHKG,2008
2008-05-01,XHKG,2008
2008-05-12,XHKG,2008
2008-06-09,XHKG,2008
2008-07-01,XHKG,2008
2008-08-06,XHKG,2008
2008-08-22,XHKG,2008
2008-09-15,XHKG,2008
2008-10-01,XHKG,2008
2008-10-07,XHKG,2008
2008-12-25,XHKG,2008
2008-12-26,XHKG,2008
2009-01-01,XHKG,2009
2009-01-26,XHKG,2009
2009-01-27,XHKG,2009
2009-01-28,XHKG,2009
2009-04-10,XHKG,2009
2009-04-13,XHKG,2009
2009-05-01,XHKG,2009
2009-05-28,XHKG,2009
2009-07-01,XHKG,2009
2009-10-01,XHKG,2009
2009-10-26,XHKG,2009
2009-12-25,XHKG,2009
2010-01-01,XHKG,2010
2010-02-15,XHKG,2010
2010-02-16,XHKG,2010
2010-04-02,XHKG,2010
2010-04-05,XHKG,2010
2010-04-06,XHKG,2010
2010-05-21,XHKG,2010
2010-06-16,XHKG,2010
2010-07-01,XHKG,2010
2010-09-23,XHKG,2010
2010-10-01,XHKG,2010
2010-12-27,XHKG,2010
2011-02-03,XHKG,2011
2011-02-04,XHKG,2011
2011-04-05,XHKG,2011
2011-04-22,XHKG,2011
2011-04-25,XHKG,2011
2011-05-02,XHKG,2011
2011-05-10,XHKG,2011
2011-06-06,XHKG,2011
2011-07-01,XHKG,2011
2011-09-13,XHKG,2011
2011-09-29,XHKG,2011
2011-10-05,XHKG,2011
2011-12-26,XHKG,2011
2011-12-27,XHKG,2011
2012-01-02,XHKG,2012
2012-01-23,XHKG,2012
2012-01-24,XHKG,2012
2012-01-25,XHKG,2012
2012-04-04,XHKG,2012
2012-04-06,XHKG,2012
2012-04-09,XHKG,2012
2012-05-01,XHKG,2012
2012-07-02,XHKG,2012
2012-10-01,XHKG,2012
2012-10-02,XHKG,2012
2012-10-23,XHKG,2012
2012-12-25,XHKG,2012
2012-12-26,XHKG,2012
2013-01-01,XHKG,2013
2013-02-11,XHKG,2013
2013-02-12,XHKG,2013
2013-02-13,XHKG,2013
2013-03-29,XHKG,2013
2013-04-01,XHKG,2013
2013-04-04,XHKG,2013
2013-05-01,XHKG,2013
2013-05-17,XHKG,2013
2013-06-12,XHKG,2013
2013-07-01,XHKG,2013
2013-08-14,XHKG,2013
2013-09-20,XHKG,2013
2013-10-01,XHKG,2013
2013-10-14,XHKG,2013
2013-12-25,XHKG,2013
2013-12-26,XHKG,2013
2014-01-01,XHKG,2014
2014-01-31,XHKG,2014
2014-02-03,XHKG,2014
2014-04-18,XHKG,2014
2014-04-21,XHKG,2014
2014-05-01,XHKG,2014
2014-05-06,XHKG,2014
2014-06-02,XHKG,2014
2014-07-01,XHKG,2014
2014-09-09,XHKG,2014
2014-10-01,XHKG,2014
2014-10-02,XHKG,2014
2014-12-25,XHKG,2014
2014-12-26,XHKG,2014
2015-01-01,XHKG,2015
2015-02-19,XHKG,2015
2015-02-20,XHKG,2015
2015-04-03,XHKG,2015
2015-04-06,XHKG,2015
2015-04-07,XHKG,2015
2015-05-01,XHKG,2015
2015-05-25,XHKG,2015
2015-07-01,XHKG,2015
2015-09-03,XHKG,2015
2015-09-28,XHKG,2015
2015-10-01,XHKG,2015
2015-10-21,XHKG,2015
2015-12-25,XHKG,2015
2016-01-01,XHKG,2016
2016-02-08,XHKG,2016
2016-02-09,XHKG,2016
2016-02-10,XHKG,2016
2016-03-25,XHKG,2016
2016-03-28,XHKG,2016
2016-04-04,XHKG,2016
2016-05-02,XHKG,2016
2016-06-09,XHKG,2016
2016-07-01,XHKG,2016
2016-08-02,XHKG,2016
2016-09-16,XHKG,2016
2016-10-10,XHKG,2016
2016-10-21,XHKG,2016
2016-12-26,XHKG,2016
2016-12-27,XHKG,2016
2017-01-02,XHKG,2017
2017-01-30,XHKG,2017
2017-01-31,XHKG,2017
2017-04-04,XHKG,2017
2017-04-14,XHKG,2017
2017-04-17,XHKG,2017
2017-05-01,XHKG,2017
2017-05-03,XHKG,2017
2017-05-30,XHKG,2017
2017-08-23,XHKG,2017
2017-10-02,XHKG,2017
2017-10-05,XHKG,2017
2017-12-25,XHKG,2017
2017-12-26,XHKG,2017
2018-01-01,XHKG,2018
2018-02-16,XHKG,2018
2018-02-19,XHKG,2018
2018-03-30,XHKG,2018
2018-04-02,XHKG,2018
2018-04-05,XHKG,2018
2018-05-01,XHKG,2018
2018-05-22,XHKG,2018
2018-06-18,XHKG,2018
2018-07-02,XHKG,2018
2018-09-25,XHKG,2018
2018-10-01,XHKG,2018
2018-10-17,XHKG,2018
2018-12-25,XHKG,2018
2018-12-26,XHKG,2018
2019-01-01,XHKG,2019
2019-02-05,XHKG,2019
2019-02-06,XHKG,2019
2019-02-07,XHKG,2019
2019-04-05,XHKG,2019
2019-04-19,XHKG,2019
2019-04-22,XHKG,2019
2019-05-01,XHKG,2019
2019-05-13,XHKG,2019
2019-06-07,XHKG,2019
2019-07-01,XHKG,2019
2019-10-01,XHKG,2019
2019-10-07,XHKG,2019
2019-12-25,XHKG,2019
2019-12-26,XHKG,2019
2020-01-01,XHKG,2020
2020-01-27,XHKG,2020
2020-01-28,XHKG,2020
2020-04-10,XHKG,2020
2020-04-13,XHKG,2020
2020-04-30,XHKG,2020
2020-05-01,XHKG,2020
2020-06-25,XHKG,2020
2020-07-01,XHKG,2020
2020-10-01,XHKG,2020
2020-10-02,XHKG,2020
2020-10-13,XHKG,2020
2020-10-26,XHKG,2020
2020-12-25,XHKG,2020
2021-01-01,XHKG,2021
2021-02-12,XHKG,2021
2021-02-15,XHKG,2021
2021-04-02,XHKG,2021
2021-04-05,XHKG,2021
2021-04-06,XHKG,2021
2021-05-19,XHKG,2021
2021-06-14,XHKG,2021
2021-07-01,XHKG,2021
2021-09-22,XHKG,2021
2021-10-01,XHKG,2021
2021-10-13,XHKG,2021
2021-10-14,XHKG,2021
2021-12-27,XHKG,2021
2022-02-01,XHKG,2022
2022-02-02,XHKG,2022
2022-02-03,XHKG,2022
2022-04-05,XHKG,2022
2022-04-15,XHKG,2022
2022-04-18,XHKG,2022
2022-05-02,XHKG,2022
2022-05-09,XHKG,2022
2022-06-03,XHKG,2022
2022-07-01,XHKG,2022
2022-09-12,XHKG,2022
2022-10-04,XHKG,2022
2022-12-26,XHKG,2022
2022-12-27,XHKG,2022
2023-01-02,XHKG,2023
2023-01-23,XHKG,2023
2023-01-24,XHKG,2023
2023-01-25,XHKG,2023
2023-04-05,XHKG,2023
2023-04-07,XHKG,2023
2023-04-10,XHKG,2023
